time,comment,temp,id,sg,type,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
1678741200000,,14.2,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,jlgPVnhLjMukVkVTIc225wGx50tPit,2023-03-13T21:00:00.000Z
1678726800000,,14.4,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,9p4RPE9CegVQkoqiuu0nnemV5My3RO,2023-03-13T17:00:00.000Z
1678705200000,,14.4,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,4zRApLFD8gEFZlfWnhF27t5YlYWUVu,2023-03-13T11:00:00.000Z
1678690800000,,14.1,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,J883I6Rm0pJrg0DGd2stgEUgRrqp89,2023-03-13T07:00:00.000Z
1678658400000,,14.5,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,36I26q5LlmgcheeUGcV4VUrU4IX4iA,2023-03-12T22:00:00.000Z
1678647600000,,14.7,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,Nm19MDS7fs0mANEjyU5h1FrCHXmFv6,2023-03-12T19:00:00.000Z
1678633200000,,14.6,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,gPQewK0vP6iAlYq4PfqGqqKMNUMFzX,2023-03-12T15:00:00.000Z
1678620600000,,14.1,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,d1QPTr3FBDjdb2lmdQBxjZXA0w7RUj,2023-03-12T11:30:00.000Z
1678608000000,,14.7,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,nQSIJqH0tcvUuMlYDxwzI20SPqACjh,2023-03-12T08:00:00.000Z
1678573800000,,14.4,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,TfRMQBtT85XYKSAx8cP42vUNUpZhMB,2023-03-11T22:30:00.000Z
1678546800000,,14.2,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,sSbZLumETXhTpQOB9ENbglwTumvLpT,2023-03-11T15:00:00.000Z
1678527000000,,14.2,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,gkz79qDPVcCtuV9wyNVtIj08es22aS,2023-03-11T09:30:00.000Z
1678488300000,,14.2,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,ylApEkQ5yhzvXE9MicwZJzVqkJLHhI,2023-03-10T22:45:00.000Z
1678474800000,,14.4,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,dDjXJFDKSvHyYFaHw13mnR4DUm2gsH,2023-03-10T19:00:00.000Z
1678428000000,,14.4,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,9NnR7qUyTwTYLAcUDSaknW0XdvGmST,2023-03-10T06:00:00.000Z
1678402800000,,14,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,3eSU51KYAx8CbGGYk6N8e0rpXYVuM9,2023-03-09T23:00:00.000Z
1678374000000,,14.9,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,5dMjNFBEj1pjxoetV8014OsGcIN8hJ,2023-03-09T15:00:00.000Z
1678361400000,,14.1,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,l06BUgnQBNqD1f0L2Gsu3amYYvbLTy,2023-03-09T11:30:00.000Z
1678345200000,,14.5,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,85m91Hgd6NZPUaVeUeqnyFVfkvd0aZ,2023-03-09T07:00:00.000Z
1678315500000,,14.5,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,UPjife1yplqDcmVutHpt2v9syf1yyu,2023-03-08T22:45:00.000Z
1678294800000,,14.7,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,0RkjlfWK2gh7EDTvRmebfSdyK7cvfZ,2023-03-08T17:00:00.000Z
1678255200000,,14.1,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,OkkAamWzlNZO0EaHP7AscOxPgzHzUb,2023-03-08T06:00:00.000Z
1678224600000,,14.7,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,bzI9heGE8otStLxjKNnWB3gIaktYeY,2023-03-07T21:30:00.000Z
1678208400000,,14.1,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,5bCSeK2wpsqc2w4fm4kwIn9YCcobQZ,2023-03-07T17:00:00.000Z
1678183200000,,14.2,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,m9k0A4EUueBTWobXkwnXdz916xAJGU,2023-03-07T10:00:00.000Z
1677672044124,,14.6,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,W30lWad7oidv59gilFEApUOqv2H6O9,2023-03-01T12:00:44.124Z
1677654000000,,14.5,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,bCR30nvjWZUdL1pcrt1BGMXS6GUvdv,2023-03-01T07:00:00.000Z
1677624300000,,14.4,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,xHCQXNrCB9u5wU3c0rHlm5GwRUidNt,2023-02-28T22:45:00.000Z
1677603600000,,14.4,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,Qwd1qC2KWcoxjwF4WCAF4AWXy0ppfj,2023-02-28T17:00:00.000Z
1677567600000,,14.4,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,XjSC9DJmAt2exj2g8LbHQbqOq8Tpz9,2023-02-28T07:00:00.000Z
1677531600000,,14.2,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,YtIrwGYoKLqpQgUvChaBgIEg6PtR6n,2023-02-27T21:00:00.000Z
1677517200000,,14.2,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,H78tSSP8JdtshpcsxwK83cTbzoGtlu,2023-02-27T17:00:00.000Z
1677479400000,,14.2,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,ByWc1zSbqMP5CM7w0yeCg4aMTjDpQA,2023-02-27T06:30:00.000Z
1677436200000,,14,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,moEMIr6wRaCKl6mHhvwQHFL33VcQpa,2023-02-26T18:30:00.000Z
1677421800000,,14.8,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,ts5cHWzYaB2f8KAMEndziju4h0qpvB,2023-02-26T14:30:00.000Z
1677398400000,,14.3,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,S9Y0RfWEh2VyEZloxdgsIVMi4yVYZJ,2023-02-26T08:00:00.000Z
1677360600000,,14.3,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,fTSudI0sx9xWoLDp3yV9UUVEO34lND,2023-02-25T21:30:00.000Z
1677337200000,,14.4,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,tyMhdxtdHvXfrpckrqGWLAuQyOXFmF,2023-02-25T15:00:00.000Z
1677306600000,,14.7,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,DXmc4DGhn8gIyrECjCpTSYLYot325g,2023-02-25T06:30:00.000Z
1677272400000,,14,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,VhHbzqkDYX8ReseSTFxEohmOilEzXo,2023-02-24T21:00:00.000Z
1677258000000,,14.9,manual,,manual,96HaJJ0qFXs586hHGECtdzjvXilkDq$0$manual$manual$0,9GC5UQAY8wd3YPRvnpqesIyYwd4QIJ,2023-02-24T17:00:00.000Z
