# Date Time  Temperature  Pressure  Gravity  pH
26-11-2024 09:07  17.0  0  1.071  5.07
26-11-2024 09:15  16.7
26-11-2024 09:30  16.4
26-11-2024 09:45  16.4
26-11-2024 10:00  16.4
26-11-2024 10:15  16.2
26-11-2024 10:30  16.1
26-11-2024 10:45  16.0
26-11-2024 11:00  16.0
26-11-2024 11:15  16.1
26-11-2024 11:30  16.3
26-11-2024 11:45  16.7
26-11-2024 12:00  17.0  0
26-11-2024 12:15  17.0
26-11-2024 12:30  17.0
26-11-2024 12:45  17.0
26-11-2024 13:00  17.0
26-11-2024 13:15  17.0
26-11-2024 13:30  17.0
26-11-2024 13:45  17.0
26-11-2024 14:00  17.0
26-11-2024 14:15  16.9
26-11-2024 14:30  16.8
26-11-2024 14:45  16.6
26-11-2024 15:00  16.5
26-11-2024 15:15  16.4
26-11-2024 15:30  16.3
26-11-2024 15:45  16.1
26-11-2024 16:00  16.1  0
26-11-2024 16:15  15.9
26-11-2024 16:30  16.1
26-11-2024 16:45  16.5
26-11-2024 17:00  16.6
26-11-2024 17:15  16.9
26-11-2024 17:30  17.3
26-11-2024 17:45  17.5
26-11-2024 18:00  17.5
26-11-2024 18:15  17.5
26-11-2024 18:30  17.5
26-11-2024 18:45  17.5
26-11-2024 19:00  17.5
26-11-2024 19:15  17.4
26-11-2024 19:30  17.4
26-11-2024 19:45  17.2
26-11-2024 20:00  17.1  0
26-11-2024 20:15  16.7
26-11-2024 20:30  16.7
26-11-2024 20:45  16.7
26-11-2024 21:00  16.6
26-11-2024 21:15  16.4
26-11-2024 21:30  16.4
26-11-2024 21:45  16.6
26-11-2024 22:00  16.8
26-11-2024 22:15  17.2
26-11-2024 22:30  17.4
26-11-2024 22:45  17.5
26-11-2024 23:00  17.5
26-11-2024 23:15  17.5
26-11-2024 23:30  17.5
26-11-2024 23:45  17.5
27-11-2024 00:00  17.5
27-11-2024 00:15  17.4
27-11-2024 00:30  17.3
27-11-2024 00:45  17.1
27-11-2024 01:00  16.9
27-11-2024 01:15  16.9
27-11-2024 01:30  16.8
27-11-2024 01:45  16.6
27-11-2024 02:00  16.5
27-11-2024 02:15  16.5
27-11-2024 02:30  16.5
27-11-2024 02:45  16.8
27-11-2024 03:00  17.1
27-11-2024 03:15  17.4
27-11-2024 03:30  17.5
27-11-2024 03:45  17.5
27-11-2024 04:00  17.5
27-11-2024 04:15  17.5
27-11-2024 04:30  17.5
27-11-2024 04:45  17.4
27-11-2024 05:00  17.4
27-11-2024 05:15  17.3
27-11-2024 05:30  17.1
27-11-2024 05:45  16.9
27-11-2024 06:00  16.9
27-11-2024 06:15  16.6
27-11-2024 06:30  16.6
27-11-2024 06:45  16.5
27-11-2024 07:00  16.5
27-11-2024 07:15  16.9
27-11-2024 07:30  17.0
27-11-2024 07:45  17.4
27-11-2024 08:00  17.5  0
27-11-2024 08:15  17.5
27-11-2024 08:30  17.5
27-11-2024 08:45  17.5
