comment,temp,sg,id,type,time,__acc_reading_doc_id,__acc_reading_data_id,timepoint,ph,pressure
,18,,manual,manual,1680458400000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,sYTcVFgsJv8VUQBwJ9zMH3AZeGPPpy,2023-04-02T18:00:00.000Z
,18.4,,manual,manual,1680444000000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,OX8g0oXtJ8vZWYU4rwcSBM1lbn0qXT,2023-04-02T14:00:00.000Z
,17.8,,manual,manual,1680429600000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,EOTpNO1orVXjDeUICreDZoNs4kmADD,2023-04-02T10:00:00.000Z
,17.7,,manual,manual,1680415200000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,HSjTyan0j949suEOziMxtksp7SP2Az,2023-04-02T06:00:00.000Z
,18.5,,manual,manual,1680400800000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,n2vhF6RnUwfAAbO83IJSDSCAM2ohqs,2023-04-02T02:00:00.000Z
,17.8,,manual,manual,1680386400000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,YvlWa5DPkWVL1YN1aDGPXOM0Idxd0l,2023-04-01T22:00:00.000Z
,17.7,,manual,manual,1680372000000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,5ne9FLpRLE8MsFYovDDRPvCGly82qv,2023-04-01T18:00:00.000Z
,18.1,,manual,manual,1680357600000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,Z6mZcXsWjzqDKkX5IgCKjfGdMq6lsP,2023-04-01T14:00:00.000Z
,18.5,,manual,manual,1680343200000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,eWQVNXxgA7vu9x7kWHmqj0Ude7LBdI,2023-04-01T10:00:00.000Z
,17.5,,manual,manual,1680328800000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,iAqyMaRhaTKk5NOlK59dGGO6JfDGBZ,2023-04-01T06:00:00.000Z
,18.1,,manual,manual,1680314400000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,k03WDep5knJxtS4788ygmSncilud3Y,2023-04-01T02:00:00.000Z
,18.5,,manual,manual,1680300000000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,qkykjnHFls53z3nEjGc4ZV3F13LJjW,2023-03-31T22:00:00.000Z
,18.2,,manual,manual,1680285600000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,6aanYeASoiR2oByVi8Q8OK5LMFl0EU,2023-03-31T18:00:00.000Z
,17.5,,manual,manual,1680271200000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,DffnKNHFh3wigRd3C7qRe5RUR4oxEn,2023-03-31T14:00:00.000Z
,17.9,,manual,manual,1680256800000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,c2ix9Vd4FP5eoLBgortNz3RzIWWvQ8,2023-03-31T10:00:00.000Z
,18.4,,manual,manual,1680242400000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,A1ynj7z9IJxbqDo3u8qaKKfuksErX7,2023-03-31T06:00:00.000Z
,18.3,,manual,manual,1680228000000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,5amISa4KnteyNzRmK00Zs8rX5cErv1,2023-03-31T02:00:00.000Z
,17.6,,manual,manual,1680213600000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,3mtt42jyC8WyxbhVyhuMh1RAaK8HG0,2023-03-30T22:00:00.000Z
,17.7,,manual,manual,1680199200000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,Ky3ifrEhos7y0AqmhrdYAHmv8QSjBv,2023-03-30T18:00:00.000Z
,17.6,,manual,manual,1680184800000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,FDpaGji3HNKVVhaDXwFIUyv1vg9T9D,2023-03-30T14:00:00.000Z
,17.8,,manual,manual,1680170400000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,9droHHQI0WUHPQR6UfWAIWxq4gBsY1,2023-03-30T10:00:00.000Z
,18.5,,manual,manual,1680156000000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,2n7fWCj94KPT8EBlDvjvBw40AUhBhB,2023-03-30T06:00:00.000Z
,17.6,,manual,manual,1680138000000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,ixcoaF6U60BOVRt4MKWu2zSyIap2rN,2023-03-30T01:00:00.000Z
,17.6,,manual,manual,1680127200000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,fKgwI7GO1zTEkdLG6fcsh5tX39eacf,2023-03-29T22:00:00.000Z
,18.1,,manual,manual,1680112800000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,IWe1xpKaBdUzZmc2MZ35hcnhyBzAU7,2023-03-29T18:00:00.000Z
,18.5,,manual,manual,1680098400000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,ECf33MC5uP4e0upsprC1h7A1j3w4l7,2023-03-29T14:00:00.000Z
,17.9,,manual,manual,1680084000000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,sqU4Js7LqOCSjxov4sIlLfOGdW2jAU,2023-03-29T10:00:00.000Z
,17.5,,manual,manual,1680069600000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,iBbxe7gam79s10CmJur3o1C8vfRc7F,2023-03-29T06:00:00.000Z
,18.1,,manual,manual,1680055200000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,vyYYpQ1RHgDDrgstll669Fy32bPWbW,2023-03-29T02:00:00.000Z
,18.4,,manual,manual,1680040800000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,QTAekenIRZdT98kBO6Yktd0btxpiDB,2023-03-28T22:00:00.000Z
,17.8,,manual,manual,1680026400000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,0kBY3Ur6B6jbciLFmtFk7gS2dmZiw1,2023-03-28T18:00:00.000Z
,17.5,,manual,manual,1680012000000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,eLe7ON7wGQCLauS111kfImkWPEv7P1,2023-03-28T14:00:00.000Z
,18.2,,manual,manual,1679997600000,4JevereCJUWmT3C7NDuR3bQGC0H4rn$0$manual$manual$0,C6K9dQ5NnOgK4Al5J7dOM1wp1EXNdp,2023-03-28T10:00:00.000Z
