sg,comment,temp,id,type,time,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
,,16.9,manual,manual,1699902000000,wd1Hywef6DP4zoaCPrw4GmwPNNkPdX$0$manual$manual$0,965e9L2qFufqnnoIlGg0wJHjehXo8G,2023-11-13T19:00:00.000Z
,,17.4,manual,manual,1699887600000,wd1Hywef6DP4zoaCPrw4GmwPNNkPdX$0$manual$manual$0,YJlrZqAaC47pGx6YQmUyGiO2atPbCb,2023-11-13T15:00:00.000Z
,,17.7,manual,manual,1699873200000,wd1Hywef6DP4zoaCPrw4GmwPNNkPdX$0$manual$manual$0,K43nkuxlRXB8X3cxBPZC6RGiywQAFx,2023-11-13T11:00:00.000Z
,,18.1,manual,manual,1699858800000,wd1Hywef6DP4zoaCPrw4GmwPNNkPdX$0$manual$manual$0,9tI6M587qmwUyd1tJl0dJET5eQudwo,2023-11-13T07:00:00.000Z
,,17.6,manual,manual,1699844400000,wd1Hywef6DP4zoaCPrw4GmwPNNkPdX$0$manual$manual$0,fUOLlWdVjQTHXCnXGns2WEYny2jCpU,2023-11-13T03:00:00.000Z
,,17.1,manual,manual,1699830000000,wd1Hywef6DP4zoaCPrw4GmwPNNkPdX$0$manual$manual$0,CLv6ZNGeBhxDPXw4EKWEDoTkJ1ZLAa,2023-11-12T23:00:00.000Z
,,17,manual,manual,1699815600000,wd1Hywef6DP4zoaCPrw4GmwPNNkPdX$0$manual$manual$0,WWAWZD7MvgFHpfyxXIjb3k2U3jqA2c,2023-11-12T19:00:00.000Z
,,17,manual,manual,1699801200000,wd1Hywef6DP4zoaCPrw4GmwPNNkPdX$0$manual$manual$0,7JTUTEgbNIcgYKbdcGDyrZhZvc2iSX,2023-11-12T15:00:00.000Z
,,17.5,manual,manual,1699786800000,wd1Hywef6DP4zoaCPrw4GmwPNNkPdX$0$manual$manual$0,omfQsp2gBMzEPZi7RuSSCsHFsYuKq6,2023-11-12T11:00:00.000Z
,,17.8,manual,manual,1699772400000,wd1Hywef6DP4zoaCPrw4GmwPNNkPdX$0$manual$manual$0,Uawdtz5JWMku5POISfkDTqSFppkbC0,2023-11-12T07:00:00.000Z
